Nome,Nota,Link
Três Ladrões e um Bebê,Nota: 3.5 estrelas,https://filmow.com/tres-ladroes-e-um-bebe-t1126/
Motoqueiro Fantasma,Nota: 2.5 estrelas,https://filmow.com/motoqueiro-fantasma-t696/
Todo Mundo Quase Morto,Nota: 4.5 estrelas,https://filmow.com/todo-mundo-quase-morto-t11521/
Madagascar,Nota: 3.5 estrelas,https://filmow.com/madagascar-t6574/
Uma Noite no Museu,Nota: 3.5 estrelas,https://filmow.com/uma-noite-no-museu-t1168/
Com a Bola Toda,Nota: 3 estrelas,https://filmow.com/com-a-bola-toda-t13875/
Submarine,Nota: 4.5 estrelas,https://filmow.com/submarine-t32747/
Ato de Valor,Nota: 4 estrelas,https://filmow.com/ato-de-valor-t46950/
Brilho Eterno de uma Mente sem Lembranças,Nota: 4.5 estrelas,https://filmow.com/brilho-eterno-de-uma-mente-sem-lembrancas-t4562/
Platoon,Nota: 5 estrelas,https://filmow.com/platoon-t943/
Hooligans,Nota: 4.5 estrelas,https://filmow.com/hooligans-t5129/
Up: Altas Aventuras,Nota: 5 estrelas,https://filmow.com/up-altas-aventuras-t6597/
Um Estranho no Ninho,Nota: 4.5 estrelas,https://filmow.com/um-estranho-no-ninho-t6403/
O Senhor dos Anéis: A Sociedade do Anel,Nota: 5 estrelas,https://filmow.com/o-senhor-dos-aneis-a-sociedade-do-anel-t840/
O Mordomo da Casa Branca,Nota: 5 estrelas,https://filmow.com/o-mordomo-da-casa-branca-t57731/
O Verão da Minha Vida,Nota: 3.5 estrelas,https://filmow.com/o-verao-da-minha-vida-t57380/
A Gaiola Dourada,Nota: 5 estrelas,https://filmow.com/a-gaiola-dourada-t83664/
Quebrando Regras 2,Nota: 3 estrelas,https://filmow.com/quebrando-regras-2-t43446/
Quebrando Regras,Nota: 3 estrelas,https://filmow.com/quebrando-regras-t970/
Guerreiro,Nota: 4.5 estrelas,https://filmow.com/guerreiro-t31303/
Tropa de Elite 2: O Inimigo Agora é Outro,Nota: 5 estrelas,https://filmow.com/tropa-de-elite-2-o-inimigo-agora-e-outro-t12325/
Tropa de Elite,Nota: 4.5 estrelas,https://filmow.com/tropa-de-elite-t1131/
Mississipi em Chamas,Nota: 5 estrelas,https://filmow.com/mississipi-em-chamas-t5409/
O Grande Lebowski,Nota: 1.5 estrelas,https://filmow.com/o-grande-lebowski-t3131/
Anjos da Vida: Mais Bravos que o Mar,Nota: 4 estrelas,https://filmow.com/anjos-da-vida-mais-bravos-que-o-mar-t194/
Os Intocáveis,Nota: 4 estrelas,https://filmow.com/os-intocaveis-t5920/
Top Gun: Ases Indomáveis,Nota: 5 estrelas,https://filmow.com/top-gun-ases-indomaveis-t1121/
Hasta La Vista: Venha Como Você É,Nota: 5 estrelas,https://filmow.com/hasta-la-vista-venha-como-voce-e-t56106/
As Vantagens de Ser Invisível,Nota: 4.5 estrelas,https://filmow.com/as-vantagens-de-ser-invisivel-t29850/
Gangues de Nova York,Nota: 4 estrelas,https://filmow.com/gangues-de-nova-york-t5067/
Prison Break - O Resgate Final,Nota: 3 estrelas,https://filmow.com/prison-break-o-resgate-final-t13341/
Nordvest,Nota: 4 estrelas,https://filmow.com/nordvest-t84848/
Contágio,Nota: 3.5 estrelas,https://filmow.com/contagio-t18350/
Cine Holliúdy,Nota: 3.5 estrelas,https://filmow.com/cine-holliudy-t66817/
Oh Boy,Nota: 3.5 estrelas,https://filmow.com/oh-boy-t67550/
O Sistema,Nota: 3.5 estrelas,https://filmow.com/o-sistema-t45374/
Conquistas Perigosas,Nota: 4 estrelas,https://filmow.com/conquistas-perigosas-t53280/
Fogo Contra Fogo,Nota: 4 estrelas,https://filmow.com/fogo-contra-fogo-t5041/
Os Incríveis,Nota: 3.5 estrelas,https://filmow.com/os-incriveis-t898/
Gravidade,Nota: 3 estrelas,https://filmow.com/gravidade-t16646/
Capitão Phillips,Nota: 4.5 estrelas,https://filmow.com/capitao-phillips-t56926/
Beleza Americana,Nota: 5 estrelas,https://filmow.com/beleza-americana-t4532/
Os Suspeitos,Nota: 4 estrelas,https://filmow.com/os-suspeitos-t65997/
A Lista de Schindler,Nota: 5 estrelas,https://filmow.com/a-lista-de-schindler-t1757/
O Ataque,Nota: 3.5 estrelas,https://filmow.com/o-ataque-t57325/
Prenda-me Se For Capaz,Nota: 4.5 estrelas,https://filmow.com/prenda-me-se-for-capaz-t1926/
Alabama Monroe,Nota: 5 estrelas,https://filmow.com/alabama-monroe-t74594/
A Proposta,Nota: 3.5 estrelas,https://filmow.com/a-proposta-t3611/
O Grande Ataque,Nota: 4 estrelas,https://filmow.com/o-grande-ataque-t778/
Família do Bagulho,Nota: 4 estrelas,https://filmow.com/familia-do-bagulho-t62149/
Uma Prova de Amor,Nota: 4.5 estrelas,https://filmow.com/uma-prova-de-amor-t8559/
Cassino,Nota: 4.5 estrelas,https://filmow.com/cassino-t4624/
Perfume: A História de um Assassino,Nota: 4.5 estrelas,https://filmow.com/perfume-a-historia-de-um-assassino-t5997/
Clube dos Cinco,Nota: 4.5 estrelas,https://filmow.com/clube-dos-cinco-t4673/
O Lado Bom da Vida,Nota: 4 estrelas,https://filmow.com/o-lado-bom-da-vida-t41530/
50%,Nota: 4 estrelas,https://filmow.com/50-t24793/
O Homem de Aço,Nota: 4 estrelas,https://filmow.com/o-homem-de-aco-t15594/
Ilha do Medo,Nota: 4.5 estrelas,https://filmow.com/ilha-do-medo-t8458/
Jackass 2: O Filme,Nota: 5 estrelas,https://filmow.com/jackass-2-o-filme-t2789/
Os Reis do Verão,Nota: 4 estrelas,https://filmow.com/os-reis-do-verao-t70187/
Guerra Mundial Z,Nota: 3 estrelas,https://filmow.com/guerra-mundial-z-t36965/
Um Parto de Viagem,Nota: 3.5 estrelas,https://filmow.com/um-parto-de-viagem-t23021/
Escola de Idiotas,Nota: 2.5 estrelas,https://filmow.com/escola-de-idiotas-t2602/
"Se Beber, Não Case! - Parte III",Nota: 4 estrelas,https://filmow.com/se-beber-nao-case-parte-iii-t38550/
Invocação do Mal,Nota: 4.5 estrelas,https://filmow.com/invocacao-do-mal-t58114/
Psicopata Americano,Nota: 4.5 estrelas,https://filmow.com/psicopata-americano-t6057/
Os Selvagens da Noite,Nota: 5 estrelas,https://filmow.com/os-selvagens-da-noite-t1207/
Cães de Aluguel,Nota: 5 estrelas,https://filmow.com/caes-de-aluguel-t4579/
Seven: Os Sete Crimes Capitais,Nota: 5 estrelas,https://filmow.com/seven-os-sete-crimes-capitais-t6926/
Truque de Mestre,Nota: 4.5 estrelas,https://filmow.com/truque-de-mestre-t41580/
Pearl Harbor,Nota: 3.5 estrelas,https://filmow.com/pearl-harbor-t920/
"Sem Dor, Sem Ganho",Nota: 2.5 estrelas,https://filmow.com/sem-dor-sem-ganho-t52455/
O Chamado,Nota: 3.5 estrelas,https://filmow.com/o-chamado-t6899/
Os Outros,Nota: 5 estrelas,https://filmow.com/os-outros-t5930/
Jackass 3.5,Nota: 5 estrelas,https://filmow.com/jackass-3-5-t34834/
Jackass 3,Nota: 5 estrelas,https://filmow.com/jackass-3-t22111/
American Pie: O Reencontro,Nota: 3 estrelas,https://filmow.com/american-pie-o-reencontro-t28917/
Os Vingadores,Nota: 5 estrelas,https://filmow.com/os-vingadores-t15324/
Percy Jackson e o Ladrão de Raios,Nota: 0.5 estrela,https://filmow.com/percy-jackson-e-o-ladrao-de-raios-t7715/
O Menino do Pijama Listrado,Nota: 4 estrelas,https://filmow.com/o-menino-do-pijama-listrado-t5704/
Titanic,Nota: 3 estrelas,https://filmow.com/titanic-t7409/
Todo Poderoso,Nota: 2 estrelas,https://filmow.com/todo-poderoso-t6651/
A Fantástica Fábrica de Chocolate,Nota: 0.5 estrela,https://filmow.com/a-fantastica-fabrica-de-chocolate-t1432/
Curtindo a Vida Adoidado,Nota: 5 estrelas,https://filmow.com/curtindo-a-vida-adoidado-t2459/
O Discurso do Rei,Nota: 4 estrelas,https://filmow.com/o-discurso-do-rei-t24759/
Forrest Gump: O Contador de Histórias,Nota: 5 estrelas,https://filmow.com/forrest-gump-o-contador-de-historias-t2677/
Nascido Para Matar,Nota: 5 estrelas,https://filmow.com/nascido-para-matar-t702/
Superbad: É Hoje,Nota: 3.5 estrelas,https://filmow.com/superbad-e-hoje-t3581/
O Poderoso Chefão: Parte II,Nota: 5 estrelas,https://filmow.com/o-poderoso-chefao-parte-ii-t5756/
Mestre dos Mares: O Lado Mais Distante do Mundo,Nota: 5 estrelas,https://filmow.com/mestre-dos-mares-o-lado-mais-distante-do-mundo-t670/
Pulp Fiction: Tempo de Violência,Nota: 5 estrelas,https://filmow.com/pulp-fiction-tempo-de-violencia-t6059/
O Poderoso Chefão,Nota: 5 estrelas,https://filmow.com/o-poderoso-chefao-t5755/
300,Nota: 5 estrelas,https://filmow.com/300-t50/
À Procura da Felicidade,Nota: 5 estrelas,https://filmow.com/a-procura-da-felicidade-t16/
"As Crônicas de Nárnia: O Leão, a Feiticeira e o …",Nota: 5 estrelas,https://filmow.com/as-cronicas-de-narnia-o-leao-a-feiticeira-e-o-guarda-roupa-t207/
O Grito,Nota: 2 estrelas,https://filmow.com/o-grito-t6903/
Escola de Rock,Nota: 4 estrelas,https://filmow.com/escola-de-rock-t2603/
"Jackass, Cara-de-Pau: O Filme",Nota: 4 estrelas,https://filmow.com/jackass-cara-de-pau-o-filme-t574/
A Lenda do Tesouro Perdido,Nota: 2 estrelas,https://filmow.com/a-lenda-do-tesouro-perdido-t101/
Paranóia,Nota: 3.5 estrelas,https://filmow.com/paranoia-t6/
Diamante de Sangue,Nota: 5 estrelas,https://filmow.com/diamante-de-sangue-t1530/
"Se Beber, Não Case!",Nota: 5 estrelas,https://filmow.com/se-beber-nao-case-t7934/
"Se Beber, Não Case! Parte II",Nota: 5 estrelas,https://filmow.com/se-beber-nao-case-parte-ii-t15645/
Machete,Nota: 3.5 estrelas,https://filmow.com/machete-t10571/
O Ditador,Nota: 0.5 estrela,https://filmow.com/o-ditador-t38947/
Invictus,Nota: 5 estrelas,https://filmow.com/invictus-t10868/
Tróia,Nota: 4 estrelas,https://filmow.com/troia-t6360/
O Homem que Mudou o Jogo,Nota: 5 estrelas,https://filmow.com/o-homem-que-mudou-o-jogo-t20617/
Antes de Partir,Nota: 3.5 estrelas,https://filmow.com/antes-de-partir-t1460/
A Última Casa,Nota: 3.5 estrelas,https://filmow.com/a-ultima-casa-t10975/
O Franco Atirador,Nota: 3 estrelas,https://filmow.com/o-franco-atirador-t5644/
Serpico,Nota: 5 estrelas,https://filmow.com/serpico-t7040/
Sem Perdão,Nota: 3 estrelas,https://filmow.com/sem-perdao-t50806/
A Outra História Americana,Nota: 5 estrelas,https://filmow.com/a-outra-historia-americana-t4267/
João e Maria: Caçadores de Bruxas,Nota: 3 estrelas,https://filmow.com/joao-e-maria-cacadores-de-bruxas-t37068/
Inimigos Públicos,Nota: 5 estrelas,https://filmow.com/inimigos-publicos-t7499/
Os Escolhidos,Nota: 3 estrelas,https://filmow.com/os-escolhidos-t61135/
Aconteceu em Woodstock,Nota: 4.5 estrelas,https://filmow.com/aconteceu-em-woodstock-t11424/
Magnum 44,Nota: 4 estrelas,https://filmow.com/magnum-44-t641/
Perseguidor Implacável,Nota: 4 estrelas,https://filmow.com/perseguidor-implacavel-t932/
O Espetacular Homem-Aranha,Nota: 4 estrelas,https://filmow.com/o-espetacular-homem-aranha-t15593/
Violência Máxima,Nota: 5 estrelas,https://filmow.com/violencia-maxima-t17898/
Django Livre,Nota: 5 estrelas,https://filmow.com/django-livre-t36917/
Projeto X: Uma Festa Fora de Controle,Nota: 5 estrelas,https://filmow.com/projeto-x-uma-festa-fora-de-controle-t46926/
Capitão América: O Primeiro Vingador,Nota: 5 estrelas,https://filmow.com/capitao-america-o-primeiro-vingador-t11042/
Clube da Luta,Nota: 5 estrelas,https://filmow.com/clube-da-luta-t318/
"Star Wars, Episódio I: A Ameaça Fantasma",Nota: 3.5 estrelas,https://filmow.com/star-wars-episodio-i-a-ameaca-fantasma-t1065/
"Star Wars, Episódio II: Ataque dos Clones",Nota: 3 estrelas,https://filmow.com/star-wars-episodio-ii-ataque-dos-clones-t1066/
"Star Wars, Episódio III: A Vingança dos Sith",Nota: 4 estrelas,https://filmow.com/star-wars-episodio-iii-a-vinganca-dos-sith-t1067/
"Star Wars, Episódio IV: Uma Nova Esperança",Nota: 4.5 estrelas,https://filmow.com/star-wars-episodio-iv-uma-nova-esperanca-t1068/
"Star Wars, Episódio V: O Império Contra-Ataca",Nota: 5 estrelas,https://filmow.com/star-wars-episodio-v-o-imperio-contra-ataca-t1069/
Império dos Sonhos: A História da Trilogia Star Wars,Nota: 3.5 estrelas,https://filmow.com/imperio-dos-sonhos-a-historia-da-trilogia-star-wars-t1709/
"Star Wars, Episódio VI: O Retorno do Jedi",Nota: 4 estrelas,https://filmow.com/star-wars-episodio-vi-o-retorno-do-jedi-t6649/
Possessão,Nota: 4 estrelas,https://filmow.com/possessao-t44382/
Chamada de Emergência,Nota: 3.5 estrelas,https://filmow.com/chamada-de-emergencia-t62776/
O Resgate do Soldado Ryan,Nota: 5 estrelas,https://filmow.com/o-resgate-do-soldado-ryan-t832/
Snatch: Porcos e Diamantes,Nota: 5 estrelas,https://filmow.com/snatch-porcos-e-diamantes-t3547/
A Órfã,Nota: 4 estrelas,https://filmow.com/a-orfa-t8236/
Scarface,Nota: 5 estrelas,https://filmow.com/scarface-t1030/
Terapia de Risco,Nota: 3 estrelas,https://filmow.com/terapia-de-risco-t51514/
Mama,Nota: 3.5 estrelas,https://filmow.com/mama-t53237/
A Entidade,Nota: 3.5 estrelas,https://filmow.com/a-entidade-t50746/
Os Indomáveis,Nota: 5 estrelas,https://filmow.com/os-indomaveis-t5918/
Caçada Humana,Nota: 1 estrela,https://filmow.com/cacada-humana-t77914/
Gran Torino,Nota: 4.5 estrelas,https://filmow.com/gran-torino-t515/
Curvas da Vida,Nota: 5 estrelas,https://filmow.com/curvas-da-vida-t51649/
Lincoln,Nota: 5 estrelas,https://filmow.com/lincoln-t29530/
Would You Rather,Nota: 3 estrelas,https://filmow.com/would-you-rather-t47700/
Sherlock Holmes,Nota: 4.5 estrelas,https://filmow.com/sherlock-holmes-t7731/
Sherlock Holmes: O Jogo de Sombras,Nota: 4.5 estrelas,https://filmow.com/sherlock-holmes-o-jogo-de-sombras-t19849/
Abraham Lincoln: Caçador de Vampiros,Nota: 3.5 estrelas,https://filmow.com/abraham-lincoln-cacador-de-vampiros-t21360/
